id,cltv
89393,92802.75545742831
89394,121049.5761230512
89395,95254.23499638354
89396,92802.75545742831
89397,140881.56701650162
89398,103846.35039614348
89399,47967.88233350638
89400,119936.03455008788
89401,47967.88233350638
89402,148401.4067903224
89403,149252.48015563097
89404,93315.05660651167
89405,50386.3472634903
89406,50972.11149689778
89407,50386.3472634903
89408,135999.18701433094
89409,128248.53296558102
89410,129099.6063308896
89411,121049.5761230512
89412,132178.38616387924
89413,143904.47400454298
89414,50972.11149689778
89415,50402.35424771993
89416,111298.31176005439
89417,154443.63110312325
89418,101394.87085718825
89419,50844.04997303507
89420,127386.56630716115
89421,135999.18701433094
89422,125220.17406762412
89423,150618.73065694686
89424,47967.88233350638
89425,127408.31426717578
89426,128248.53296558102
89427,92805.51764961868
89428,121049.5761230512
89429,95254.23499638354
89430,57132.37777706779
89431,128248.53296558102
89432,124977.06774128237
89433,50386.3472634903
89434,51595.85713521788
89435,50571.90482523678
89436,110184.77018709105
89437,51709.992527953174
89438,129099.6063308896
89439,50972.11149689778
89440,128248.53296558102
89441,127386.56630716115
89442,61434.757554130614
89443,124977.06774128237
89444,61434.757554130614
89445,111298.31176005439
89446,103334.04924706012
89447,121049.5761230512
89448,129099.6063308896
89449,145353.70843411417
89450,128248.53296558102
89451,126042.51328095913
89452,128248.53296558102
89453,128248.53296558102
89454,150618.73065694686
89455,111298.31176005439
89456,128248.53296558102
89457,110184.77018709105
89458,145353.70843411417
89459,121049.5761230512
89460,128248.53296558102
89461,111298.31176005439
89462,100885.33190029523
89463,110184.77018709105
89464,152114.80144888
89465,148401.4067903224
89466,51375.11959546055
89467,116780.13705184536
89468,48385.7806700335
89469,101907.17200627162
89470,48385.7806700335
89471,151481.08004124806
89472,111298.31176005439
89473,124915.95014060475
89474,121921.23780282223
89475,119936.03455008788
89476,150618.73065694686
89477,50386.3472634903
89478,145353.70843411417
89479,121049.5761230512
89480,101397.63304937861
89481,51109.79398431657
89482,48646.2163875518
89483,112483.35219407434
89484,50841.56189424456
89485,121049.5761230512
89486,128248.53296558102
89487,128248.53296558102
89488,94741.93384730017
89489,51577.362072197735
89490,92805.51764961868
89491,101397.63304937861
89492,100885.33190029523
89493,47967.88233350638
89494,50880.87728816736
89495,124136.84904287713
89496,110184.77018709105
89497,128248.53296558102
89498,110184.77018709105
89499,50972.11149689778
89500,119144.46673347868
89501,60225.80184469104
89502,47964.72375349382
89503,151481.08004124806
89504,151481.08004124806
89505,92293.2165005353
89506,50972.11149689778
89507,111298.31176005439
89508,100885.33190029523
89509,140881.56701650162
89510,51588.31702476401
89511,119844.22116394134
89512,150618.73065694686
89513,110184.77018709105
89514,129099.6063308896
